drink,Volume (ml),Calories,Caffeine (mg),type_Energy Drinks,type_Energy Shots,type_Soft Drinks,type_Tea,type_Water
Raze Energy Drink,0.5675675675675675,0.0,0.9230769230769231,True,False,False,False,False
Reign Total Body Fuel,0.5675675675675675,0.0,0.9230769230769231,True,False,False,False,False
Rip It Energy Drink,0.5675675675675675,0.7428571428571429,0.49230769230769234,True,False,False,False,False
Rockstar Boom,0.5675675675675675,0.8,0.49230769230769234,True,False,False,False,False
Rockstar Energy Drink (Original),0.5675675675675675,0.7142857142857143,0.49230769230769234,True,False,False,False,False
Rockstar Halo Infinite,0.5675675675675675,0.7142857142857143,0.7384615384615385,True,False,False,False,False
Rockstar Juiced,0.5675675675675675,0.08571428571428572,0.5230769230769231,True,False,False,False,False
Rockstar Punched,0.5675675675675675,0.7428571428571429,0.7384615384615385,True,False,False,False,False
Rockstar Pure Zero,0.5675675675675675,0.05714285714285714,0.7384615384615385,True,False,False,False,False
Rockstar Recovery,0.5675675675675675,0.07142857142857142,0.49230769230769234,True,False,False,False,False
Rockstar Sugar Free,0.5675675675675675,0.07142857142857142,0.49230769230769234,True,False,False,False,False
Rockstar Thermo,0.5675675675675675,0.0,0.9230769230769231,True,False,False,False,False
Rockstar XDurance,0.5675675675675675,0.02857142857142857,0.9230769230769231,True,False,False,False,False
Rockstar Zero Carb,0.5675675675675675,0.07142857142857142,0.7384615384615385,True,False,False,False,False
Rogue Energy Drink Mix,0.5675675675675675,0.014285714285714285,0.5384615384615384,True,False,False,False,False
Rowdy Energy Drink,0.5675675675675675,0.014285714285714285,0.49230769230769234,True,False,False,False,False
Sneak Energy Drink Mix,0.5675675675675675,0.03428571428571429,0.46153846153846156,True,False,False,False,False
Solimo Energy Drink,0.5675675675675675,0.02857142857142857,0.4676923076923077,True,False,False,False,False
Speed Energy Fuel,0.5675675675675675,0.6857142857142857,0.5723076923076923,True,False,False,False,False
Spider Energy Drink,0.5675675675675675,0.34285714285714286,0.7384615384615385,True,False,False,False,False
Spike Hardcore Energy,0.5675675675675675,0.0,1.0,True,False,False,False,False
Triton Energy Drink,0.5675675675675675,0.04285714285714286,0.6153846153846154,True,False,False,False,False
True Lemon Energy Mix,0.5675675675675675,0.0,0.36923076923076925,True,False,False,False,False
Ugly Energy Water,0.5675675675675675,0.0,0.49230769230769234,True,False,False,False,False
Venom Death Adder,0.5675675675675675,0.45714285714285713,0.49230769230769234,True,False,False,False,False
Wired X 3000 Energy Drink,0.5675675675675675,0.6285714285714286,0.5692307692307692,True,False,False,False,False
Wired X Berry Rush,0.5675675675675675,0.6285714285714286,0.2923076923076923,True,False,False,False,False
Wired X344 Energy Drink,0.5675675675675675,0.6285714285714286,1.0,True,False,False,False,False
Xyience Energy Drink,0.5675675675675675,0.04285714285714286,0.49230769230769234,True,False,False,False,False
ZipFizz Energy Drink Mix,0.5675675675675675,0.05714285714285714,0.3076923076923077,True,False,False,False,False
Zoa Energy Drink,0.5675675675675675,0.2857142857142857,0.49230769230769234,True,False,False,False,False
Java Monster,0.5315315315315315,0.6285714285714286,0.6153846153846154,True,False,False,False,False
Java Monster 300,0.5315315315315315,0.5714285714285714,0.9230769230769231,True,False,False,False,False
Muscle Monster,0.5315315315315315,0.5142857142857142,0.48307692307692307,True,False,False,False,False
Rockstar Organic Energy Drink,0.5315315315315315,0.5142857142857142,0.49230769230769234,True,False,False,False,False
Starbucks Triple Shot Energy,0.5315315315315315,0.6,0.6923076923076923,True,False,False,False,False
Alani Nu Energy Drink,0.4234234234234234,0.02857142857142857,0.6153846153846154,True,False,False,False,False
ALL IN Energy Drink,0.4234234234234234,0.07142857142857142,0.23076923076923078,True,False,False,False,False
AXIO Energy Drink Mix,0.4234234234234234,0.0,0.3076923076923077,True,False,False,False,False
Bing Energy Drink,0.4234234234234234,0.11428571428571428,0.36923076923076925,True,False,False,False,False
BreinFuel,0.4234234234234234,0.3142857142857143,1.0,True,False,False,False,False
Burn Energy Drink,0.4234234234234234,0.4657142857142857,0.3446153846153846,True,False,False,False,False
C4 On The Go,0.4234234234234234,0.0,0.6153846153846154,True,False,False,False,False
Celsius Energy Drink,0.4234234234234234,0.02857142857142857,0.6153846153846154,True,False,False,False,False
Celsius Stevia,0.4234234234234234,0.04285714285714286,0.6153846153846154,True,False,False,False,False
Coca-Cola Cherry Vanilla,0.4234234234234234,0.4,0.10461538461538461,True,False,False,False,False
Coca-Cola Energy,0.4234234234234234,0.4,0.3507692307692308,True,False,False,False,False
Cocaine Energy Drink,0.4234234234234234,0.2571428571428571,0.8615384615384616,True,False,False,False,False
Dark Dog Organic Energy,0.4234234234234234,0.3142857142857143,0.3507692307692308,True,False,False,False,False
Duff Energy Drink,0.4234234234234234,0.4857142857142857,0.36923076923076925,True,False,False,False,False
EBOOST Super Fuel,0.4234234234234234,0.05714285714285714,0.3384615384615385,True,False,False,False,False
EnerBee Energy Drink,0.4234234234234234,0.22857142857142856,0.3076923076923077,True,False,False,False,False
Go Girl Energy Drink,0.4234234234234234,0.07142857142857142,0.3076923076923077,True,False,False,False,False
GURU Energy Drink,0.4234234234234234,0.32857142857142857,0.4307692307692308,True,False,False,False,False
Hyde Xtreme,0.4234234234234234,0.0,1.0,True,False,False,False,False
Java Kick Coffee Cola,0.4234234234234234,0.37142857142857144,0.3076923076923077,True,False,False,False,False
Kill Cliff Energy X Recover,0.4234234234234234,0.05714285714285714,0.07692307692307693,True,False,False,False,False
Kill Cliff Ignite,0.4234234234234234,0.07142857142857142,0.46153846153846156,True,False,False,False,False
Kona Gold Energy Drink,0.4234234234234234,0.42857142857142855,0.35384615384615387,True,False,False,False,False
Marquis Energy Drink,0.4234234234234234,0.0,0.3076923076923077,True,False,False,False,False
MATI Energy Drink,0.4234234234234234,0.2571428571428571,0.3384615384615385,True,False,False,False,False
Meltdown Ketone Drink,0.4234234234234234,0.05142857142857143,0.6923076923076923,True,False,False,False,False
Monster Maxx,0.4234234234234234,0.45714285714285713,0.6153846153846154,True,False,False,False,False
Nerd Focus,0.4234234234234234,0.4857142857142857,0.39384615384615385,True,False,False,False,False
Octane Energy Drink Mix,0.4234234234234234,0.07142857142857142,0.6923076923076923,True,False,False,False,False
Red Power Elixir,0.4234234234234234,0.45714285714285713,0.49230769230769234,True,False,False,False,False
Red Thunder Energy Drink,0.4234234234234234,0.44571428571428573,0.36923076923076925,True,False,False,False,False
RootJack Caffeinated Pirate Root Beer,0.4234234234234234,0.5714285714285714,0.36923076923076925,True,False,False,False,False
Runa,0.4234234234234234,0.0,0.46153846153846156,True,False,False,False,False
Sambazon Amazon Energy Drink,0.4234234234234234,0.34285714285714286,0.36923076923076925,True,False,False,False,False
Spike Shooter,0.4234234234234234,0.02857142857142857,0.9230769230769231,True,False,False,False,False
Steaz Energy,0.4234234234234234,0.4,0.3076923076923077,True,False,False,False,False
T-Virus Antidote,0.4234234234234234,0.45714285714285713,0.3076923076923077,True,False,False,False,False
Tru Energy Wakeup,0.4234234234234234,0.02857142857142857,0.3076923076923077,True,False,False,False,False
UPTIME Energy Drink,0.4234234234234234,0.42857142857142855,0.4369230769230769,True,False,False,False,False
USANA Rev3 Energy Drink,0.4234234234234234,0.3,0.36923076923076925,True,False,False,False,False
Xtreme Shock Energy Drink,0.4234234234234234,0.05714285714285714,0.6153846153846154,True,False,False,False,False
Zest Sparkling Tea,0.4234234234234234,0.17142857142857143,0.4153846153846154,True,False,False,False,False
Zevia Energy Drink,0.4234234234234234,0.0,0.36923076923076925,True,False,False,False,False
Cran Energy Juice,0.3513513513513513,0.11428571428571428,0.2153846153846154,True,False,False,False,False
Mamma Chia Energy,0.3513513513513513,0.3142857142857143,0.27692307692307694,True,False,False,False,False
Oikos Pro Fuel,0.3513513513513513,0.37142857142857144,0.3076923076923077,True,False,False,False,False
Advocare Slim,0.27927927927927926,0.0,0.36923076923076925,True,False,False,False,False
Arbonne Energy Fizz Stck,0.27927927927927926,0.04285714285714286,0.16923076923076924,True,False,False,False,False
Berocca,0.27927927927927926,0.014285714285714285,0.27692307692307694,True,False,False,False,False
Best Choice Strawberry Energy Drink Mix,0.27927927927927926,0.014285714285714285,0.36923076923076925,True,False,False,False,False
EBOOST Energy Drink Mix,0.27927927927927926,0.014285714285714285,0.3384615384615385,True,False,False,False,False
EBOOST Workout Crusher Mix,0.27927927927927926,0.11428571428571428,0.5384615384615384,True,False,False,False,False
Great Value Energy Drink Enhancers,0.27927927927927926,0.0,0.15384615384615385,True,False,False,False,False
Kin Spritz,0.27927927927927926,0.07142857142857142,0.15384615384615385,True,False,False,False,False
LYFT Energy Mix,0.27927927927927926,0.011428571428571429,0.38461538461538464,True,False,False,False,False
PerformElite Pre-Workout,0.27927927927927926,0.0,0.6923076923076923,True,False,False,False,False
Perk Energy Beverage,0.27927927927927926,0.2571428571428571,0.3076923076923077,True,False,False,False,False
Redline Princess,0.27927927927927926,0.0,0.9230769230769231,True,False,False,False,False
Redline Xtreme Energy Drink,0.27927927927927926,0.0,0.9723076923076923,True,False,False,False,False
Roaring Lion Energy Drink,0.27927927927927926,0.2857142857142857,0.23692307692307693,True,False,False,False,False
Spark Energy Drink Mix,0.27927927927927926,0.04285714285714286,0.36923076923076925,True,False,False,False,False
V8 +Energy Drink,0.27927927927927926,0.4,0.24615384615384617,True,False,False,False,False
Spike Energy Double Shot,0.1445045045045045,0.0,1.0,False,True,False,False,False
Zombie Blood Energy Potion,0.11351351351351349,0.07142857142857142,0.24615384615384617,False,True,False,False,False
Proper Wild Energy Shot,0.08108108108108107,0.07142857142857142,0.5538461538461539,False,True,False,False,False
Redline Max 300,0.08108108108108107,0.0,0.9230769230769231,False,True,False,False,False
5 Hour Energy,0.06054054054054054,0.011428571428571429,0.6153846153846154,False,True,False,False,False
5 Hour Energy Extra Strength,0.06054054054054054,0.0,0.7076923076923077,False,True,False,False,False
E6 Energy Shot,0.06054054054054054,0.0,0.7230769230769231,False,True,False,False,False
Eternal Energy Extra Strength,0.06054054054054054,0.0,0.8615384615384616,False,True,False,False,False
Eternal Energy Shot,0.06054054054054054,0.0,0.7076923076923077,False,True,False,False,False
Woke Up Energy Shot,0.06054054054054054,0.0,0.6923076923076923,False,True,False,False,False
Equip Pure Energy Shot,0.05585585585585586,0.1,0.3076923076923077,False,True,False,False,False
Mana Energy Potion,0.051891891891891896,0.07142857142857142,0.23076923076923078,False,True,False,False,False
Clif Shot Energy Gel,0.03423423423423423,0.2857142857142857,0.3076923076923077,False,True,False,False,False
Screamin Energy Max Hit,0.012972972972972974,0.11428571428571428,0.5692307692307692,False,True,False,False,False
Vital 4U Liquid Energy,0.009009009009009009,0.09714285714285714,0.47692307692307695,False,True,False,False,False
Kaffn8 Liquified Caffeine,0.0,0.0,0.23076923076923078,False,True,False,False,False
Bang Shot,0.09909909909909909,0.0,0.9230769230769231,False,True,False,False,False
Redline Xtreme Shot,0.09909909909909909,0.014285714285714285,0.9230769230769231,False,True,False,False,False
7-Eleven Energy Shot,0.06306306306306306,0.0,0.8,False,True,False,False,False
Advocare Slam Energy Shot,0.06306306306306306,0.02857142857142857,0.36923076923076925,False,True,False,False,False
Balance Active Shot,0.06306306306306306,0.22857142857142856,0.3076923076923077,False,True,False,False,False
Balance Energy Shot,0.06306306306306306,0.22,0.46153846153846156,False,True,False,False,False
Forto Organic Coffee Shot,0.06306306306306306,0.1,0.6923076923076923,False,True,False,False,False
Kirkland Energy Shot,0.06306306306306306,0.014285714285714285,0.5538461538461539,False,True,False,False,False
Neu Nootropic Shot,0.06306306306306306,0.0,1.0,False,True,False,False,False
Nutramint Smart Serum,0.06306306306306306,0.12857142857142856,0.6153846153846154,False,True,False,False,False
Performance Caffeine,0.06306306306306306,0.0,0.5538461538461539,False,True,False,False,False
Phoenix Energy Shot,0.06306306306306306,0.0,0.8615384615384616,False,True,False,False,False
Red Thunder Energy Shot,0.06306306306306306,0.0,0.4246153846153846,False,True,False,False,False
Red Thunder Extra Strength,0.06306306306306306,0.0,0.7076923076923077,False,True,False,False,False
Reed's Ginger Energize Shot,0.06306306306306306,0.06857142857142857,0.3076923076923077,False,True,False,False,False
Rip It Energy Shot,0.06306306306306306,0.0,0.36923076923076925,False,True,False,False,False
Stacker Extreme Energy Shot,0.06306306306306306,0.0,0.6307692307692307,False,True,False,False,False
Tweaker Shot,0.06306306306306306,0.0,0.8461538461538461,False,True,False,False,False
TruBrain Extra,0.02702702702702703,0.07142857142857142,0.3076923076923077,False,True,False,False,False
X-Mode Energy Shot,0.02702702702702703,0.0,0.46153846153846156,False,True,False,False,False
Red Bull Simply Cola,0.2958558558558559,0.0,0.09846153846153846,False,False,True,False,False
Afri Cola,0.39315315315315313,0.39714285714285713,0.2553846153846154,False,False,True,False,False
Fritz Kola (EU),0.39315315315315313,0.38571428571428573,0.2553846153846154,False,False,True,False,False
Pepsi Max (UK),0.39315315315315313,0.0,0.13230769230769232,False,False,True,False,False
Premium Cola (EU),0.39315315315315313,0.37714285714285717,0.2553846153846154,False,False,True,False,False
Tropicana Twister Soda,0.7117117117117117,0.9142857142857143,0.0,False,False,True,False,False
Bawls,0.5675675675675675,0.5428571428571428,0.31384615384615383,False,False,True,False,False
Mountain Dew Kickstart,0.5675675675675675,0.22857142857142856,0.27692307692307694,False,False,True,False,False
Sprecher Cherry Cola,0.5675675675675675,0.6857142857142857,0.0,False,False,True,False,False
7-Up,0.4234234234234234,0.4,0.0,False,False,True,False,False
A&W Cream Soda,0.4234234234234234,0.4857142857142857,0.0,False,False,True,False,False
A&W Root Beer,0.4234234234234234,0.4857142857142857,0.0,False,False,True,False,False
A&W Zero Sugar Cream Soda,0.4234234234234234,0.0,0.0,False,False,True,False,False
Ale 8 1,0.4234234234234234,0.34285714285714286,0.11384615384615385,False,False,True,False,False
Barqs Red Creme Soda,0.4234234234234234,0.4857142857142857,0.0,False,False,True,False,False
Barqs Root Beer,0.4234234234234234,0.45714285714285713,0.06769230769230769,False,False,True,False,False
Big Red Soda,0.4234234234234234,0.42857142857142855,0.10461538461538461,False,False,True,False,False
Canada Dry Green Tea Ginger Ale,0.4234234234234234,0.4,0.027692307692307693,False,False,True,False,False
Cheerwine,0.4234234234234234,0.42857142857142855,0.14461538461538462,False,False,True,False,False
Coca-Cola Caffeine Free,0.4234234234234234,0.4,0.0,False,False,True,False,False
Coca-Cola Cherry,0.4234234234234234,0.42857142857142855,0.10461538461538461,False,False,True,False,False
Coca-Cola Cherry Zero Sugar,0.4234234234234234,0.0,0.10461538461538461,False,False,True,False,False
Coca-Cola Classic,0.4234234234234234,0.4,0.10461538461538461,False,False,True,False,False
Coca-Cola Orange Vanilla,0.4234234234234234,0.4,0.10461538461538461,False,False,True,False,False
Coca-Cola Vanilla,0.4234234234234234,0.42857142857142855,0.10461538461538461,False,False,True,False,False
Coca-Cola Vanilla Zero Sugar,0.4234234234234234,0.0,0.10461538461538461,False,False,True,False,False
Coca-Cola With Coffee,0.4234234234234234,0.2,0.2123076923076923,False,False,True,False,False
Coca-Cola Zero Sugar,0.4234234234234234,0.0,0.10461538461538461,False,False,True,False,False
Diet Barqs Root Beer,0.4234234234234234,0.0,0.0,False,False,True,False,False
Diet Cheerwine,0.4234234234234234,0.0,0.14461538461538462,False,False,True,False,False
Diet Coke,0.4234234234234234,0.0,0.14153846153846153,False,False,True,False,False
Diet Coke with Splenda,0.4234234234234234,0.0,0.14153846153846153,False,False,True,False,False
Diet Dr Pepper,0.4234234234234234,0.0,0.12615384615384614,False,False,True,False,False
Diet Mountain Dew,0.4234234234234234,0.0,0.16615384615384615,False,False,True,False,False
Diet Pepsi,0.4234234234234234,0.0,0.1076923076923077,False,False,True,False,False
Diet RC Cola,0.4234234234234234,0.0,0.14769230769230768,False,False,True,False,False
Diet Wild Cherry Pepsi,0.4234234234234234,0.0,0.11692307692307692,False,False,True,False,False
doc Soda,0.4234234234234234,0.42857142857142855,0.18461538461538463,False,False,True,False,False
Double Cola,0.4234234234234234,0.45714285714285713,0.11076923076923077,False,False,True,False,False
Dr Pepper,0.4234234234234234,0.42857142857142855,0.12923076923076923,False,False,True,False,False
Dr Pepper 10,0.4234234234234234,0.02857142857142857,0.15692307692307692,False,False,True,False,False
Dr Shasta Soda,0.4234234234234234,0.0,0.08923076923076922,False,False,True,False,False
Fanta,0.4234234234234234,0.45714285714285713,0.0,False,False,True,False,False
Faygo Cola,0.4234234234234234,0.4714285714285714,0.13230769230769232,False,False,True,False,False
Faygo Moon Mist,0.4234234234234234,0.42857142857142855,0.06153846153846154,False,False,True,False,False
Fresca,0.4234234234234234,0.0,0.0,False,False,True,False,False
Ginger Ale,0.4234234234234234,0.4,0.0,False,False,True,False,False
Green Cola,0.4234234234234234,0.0,0.11384615384615385,False,False,True,False,False
IBC Root Beer,0.4234234234234234,0.45714285714285713,0.0,False,False,True,False,False
Inca Kola,0.4234234234234234,0.4,0.11692307692307692,False,False,True,False,False
Kickapoo Soda: Joy Juice & Fruit Shine,0.4234234234234234,0.5428571428571428,0.12307692307692308,False,False,True,False,False
Mello Yello,0.4234234234234234,0.4857142857142857,0.15692307692307692,False,False,True,False,False
Mountain Dew,0.4234234234234234,0.4857142857142857,0.16615384615384615,False,False,True,False,False
Mountain Dew Baja Blast,0.4234234234234234,0.4857142857142857,0.16615384615384615,False,False,True,False,False
Mountain Dew Code Red,0.4234234234234234,0.4857142857142857,0.16615384615384615,False,False,True,False,False
Mountain Dew Live Wire,0.4234234234234234,0.5142857142857142,0.16615384615384615,False,False,True,False,False
Mountain Dew Major Melon,0.4234234234234234,0.45714285714285713,0.16923076923076924,False,False,True,False,False
Mountain Dew Voltage,0.4234234234234234,0.4857142857142857,0.16923076923076924,False,False,True,False,False
Mountain Dew Zero Sugar,0.4234234234234234,0.0,0.20923076923076922,False,False,True,False,False
Moxie Soda,0.4234234234234234,0.4,0.07384615384615384,False,False,True,False,False
Mug Root Beer,0.4234234234234234,0.45714285714285713,0.0,False,False,True,False,False
Orange Crush,0.4234234234234234,0.45714285714285713,0.0,False,False,True,False,False
PC Cola,0.4234234234234234,0.42857142857142855,0.03692307692307692,False,False,True,False,False
PC Cola Diet,0.4234234234234234,0.0,0.04,False,False,True,False,False
Pepsi,0.4234234234234234,0.42857142857142855,0.11692307692307692,False,False,True,False,False
Pepsi Caffeine Free,0.4234234234234234,0.42857142857142855,0.0,False,False,True,False,False
Pepsi Made With Sugar,0.4234234234234234,0.42857142857142855,0.11692307692307692,False,False,True,False,False
Pepsi Zero Sugar,0.4234234234234234,0.0,0.2123076923076923,False,False,True,False,False
Pibb Xtra,0.4234234234234234,0.4,0.12307692307692308,False,False,True,False,False
RC (Royal Crown) Cola,0.4234234234234234,0.45714285714285713,0.13230769230769232,False,False,True,False,False
Ritz Cola,0.4234234234234234,0.4114285714285714,0.03076923076923077,False,False,True,False,False
Ruby Red Squirt,0.4234234234234234,0.4857142857142857,0.12,False,False,True,False,False
Sarsaparilla,0.4234234234234234,0.4857142857142857,0.0,False,False,True,False,False
Shasta Cola,0.4234234234234234,0.4857142857142857,0.13230769230769232,False,False,True,False,False
Shasta Diet Cola,0.4234234234234234,0.0,0.14461538461538462,False,False,True,False,False
Shasta Mountain Rush,0.4234234234234234,0.42857142857142855,0.16615384615384615,False,False,True,False,False
Ski Soda,0.4234234234234234,0.5142857142857142,0.2123076923076923,False,False,True,False,False
Slurpee,0.4234234234234234,0.2571428571428571,0.09230769230769231,False,False,True,False,False
Sprite,0.4234234234234234,0.4,0.0,False,False,True,False,False
Squirt Soda,0.4234234234234234,0.4,0.0,False,False,True,False,False
Starbucks Refreshers Canned,0.4234234234234234,0.2571428571428571,0.15384615384615385,False,False,True,False,False
Sun Drop Soda,0.4234234234234234,0.4857142857142857,0.19692307692307692,False,False,True,False,False
Sunkist Orange Soda,0.4234234234234234,0.45714285714285713,0.05846153846153846,False,False,True,False,False
Vernors Ginger Ale,0.4234234234234234,0.4,0.0,False,False,True,False,False
Wave Soda,0.4234234234234234,0.07142857142857142,0.12923076923076923,False,False,True,False,False
Wild Cherry Pepsi,0.4234234234234234,0.45714285714285713,0.11692307692307692,False,False,True,False,False
Zevia Cola,0.4234234234234234,0.0,0.13846153846153847,False,False,True,False,False
Boost Nutritional Drink,0.27927927927927926,0.6857142857142857,0.015384615384615385,False,False,True,False,False
Mucho Mango Energy Drink,0.27927927927927926,0.2857142857142857,0.0,False,False,True,False,False
Soda Stream,0.27927927927927926,0.11428571428571428,0.09538461538461539,False,False,True,False,False
PG Tips Black Tea,0.23531531531531533,0.0,0.15384615384615385,False,False,False,True,False
Sencha Green Tea Shot,0.2216216216216216,0.0,0.12307692307692308,False,False,False,True,False
Xingtea Iced Green Tea,0.8378378378378378,0.14285714285714285,0.3384615384615385,False,False,False,True,False
Gold Peak Tea,0.6576576576576576,0.0,0.14769230769230768,False,False,False,True,False
Pure Leaf Iced Tea,0.6576576576576576,0.45714285714285713,0.2123076923076923,False,False,False,True,False
Honest Iced Tea,0.6,0.2,0.19384615384615383,False,False,False,True,False
Nestea Iced Tea,0.6,0.45714285714285713,0.07076923076923076,False,False,False,True,False
Oi Ocha Green Tea,0.6,0.014285714285714285,0.18461538461538463,False,False,False,True,False
Teas' Tea Oolong,0.6,0.0,0.2153846153846154,False,False,False,True,False
Guayaki Canned Yerba Mate,0.5495495495495495,0.34285714285714286,0.46153846153846156,False,False,False,True,False
Inko's White Tea Energy,0.5495495495495495,0.2857142857142857,0.5076923076923077,False,False,False,True,False
Master Brew Kombucha,0.5387387387387387,0.17142857142857143,0.23384615384615384,False,False,False,True,False
McDonalds Sweet Tea,0.9999999999999999,0.45714285714285713,0.3076923076923077,False,False,False,True,False
Dunkin' Donuts Iced Tea,0.8558558558558558,0.6571428571428571,0.19384615384615383,False,False,False,True,False
Fuze Iced Tea,0.8558558558558558,0.45714285714285713,0.07384615384615384,False,False,False,True,False
Peace Tea,0.8198198198198197,0.42857142857142855,0.07076923076923076,False,False,False,True,False
Lipton Iced Tea,0.7117117117117117,0.3142857142857143,0.07692307692307693,False,False,False,True,False
SoBe Green Tea,0.7117117117117117,0.5714285714285714,0.021538461538461538,False,False,False,True,False
Arizona Iced Tea,0.5675675675675675,0.5428571428571428,0.09230769230769231,False,False,False,True,False
Biggby Iced Tea,0.5675675675675675,0.0,0.11692307692307692,False,False,False,True,False
Chick-fil-A Iced Tea,0.5675675675675675,0.34285714285714286,0.19076923076923077,False,False,False,True,False
Guayaki Yerba Mate Bottled Tea,0.5675675675675675,0.22857142857142856,0.4307692307692308,False,False,False,True,False
Snapple Tea,0.5675675675675675,0.42857142857142855,0.11384615384615385,False,False,False,True,False
Southern Sweet Tea,0.5675675675675675,0.3657142857142857,0.12615384615384614,False,False,False,True,False
Taiwanese Milk Tea,0.5675675675675675,0.8542857142857143,0.4646153846153846,False,False,False,True,False
Wendy's Iced Tea,0.5675675675675675,0.014285714285714285,0.09846153846153846,False,False,False,True,False
Xing Craft Brew,0.5675675675675675,0.014285714285714285,0.36923076923076925,False,False,False,True,False
Brew Dr Kombucha Uplift,0.49549549549549543,0.22857142857142856,0.4,False,False,False,True,False
Brisk Iced Tea,0.4234234234234234,0.2,0.033846153846153845,False,False,False,True,False
KOE Kombucha,0.4234234234234234,0.1,0.046153846153846156,False,False,False,True,False
Tejava Iced Tea,0.4234234234234234,0.0,0.15384615384615385,False,False,False,True,False
Turkey Hill Iced Tea,0.4234234234234234,0.34285714285714286,0.19692307692307692,False,False,False,True,False
Big Train Spiced Chai,0.27927927927927926,0.6,0.2,False,False,False,True,False
Bigelow Tea,0.27927927927927926,0.0,0.13846153846153847,False,False,False,True,False
Brown Rice Tea,0.27927927927927926,0.0,0.012307692307692308,False,False,False,True,False
Chai Tea,0.27927927927927926,0.0,0.15384615384615385,False,False,False,True,False
Cold Brew Tea,0.27927927927927926,0.0,0.2153846153846154,False,False,False,True,False
Crystal Light Iced Tea,0.27927927927927926,0.014285714285714285,0.03076923076923077,False,False,False,True,False
Fast Lane Black Tea,0.27927927927927926,0.0,0.3384615384615385,False,False,False,True,False
Guayusa Tea,0.27927927927927926,0.0,0.12615384615384614,False,False,False,True,False
HICAF Tea,0.27927927927927926,0.0,0.3384615384615385,False,False,False,True,False
K Cup Tea,0.27927927927927926,0.0,0.12615384615384614,False,False,False,True,False
Kombucha Tea,0.27927927927927926,0.08571428571428572,0.07384615384615384,False,False,False,True,False
Lipton Natural Energy Tea,0.27927927927927926,0.0,0.23076923076923078,False,False,False,True,False
Lipton Tea,0.27927927927927926,0.0,0.16923076923076924,False,False,False,True,False
Matcha Tea,0.27927927927927926,0.0,0.19692307692307692,False,False,False,True,False
Morning Thunder Tea,0.27927927927927926,0.0,0.13846153846153847,False,False,False,True,False
Tazo Chai,0.27927927927927926,0.0,0.14461538461538462,False,False,False,True,False
Tea (Black),0.27927927927927926,0.0,0.12923076923076923,False,False,False,True,False
Tea (Decaf),0.27927927927927926,0.0,0.012307692307692308,False,False,False,True,False
Tea (Green),0.27927927927927926,0.0,0.055384615384615386,False,False,False,True,False
Tea (Herbal),0.27927927927927926,0.0,0.0,False,False,False,True,False
Tea (Iced),0.27927927927927926,0.0,0.14461538461538462,False,False,False,True,False
Tea (Instant),0.27927927927927926,0.0,0.12307692307692308,False,False,False,True,False
Tea (Jasmine),0.27927927927927926,0.0,0.07692307692307693,False,False,False,True,False
Tea (Oolong),0.27927927927927926,0.0,0.11384615384615385,False,False,False,True,False
Tea (White),0.27927927927927926,0.0,0.08615384615384615,False,False,False,True,False
Teavana Tea,0.27927927927927926,0.0,0.12615384615384614,False,False,False,True,False
Twig Tea (Kukicha),0.27927927927927926,0.0,0.07692307692307693,False,False,False,True,False
Waka Instant Tea,0.27927927927927926,0.0,0.09230769230769231,False,False,False,True,False
Yellow Tea,0.27927927927927926,0.0,0.19384615384615383,False,False,False,True,False
Yerba Mate Tea,0.27927927927927926,0.0,0.12307692307692308,False,False,False,True,False
YMateina Yerba Mate,0.27927927927927926,0.0,0.24615384615384617,False,False,False,True,False
Zest Highly Caffeinated Tea,0.27927927927927926,0.0,0.46153846153846156,False,False,False,True,False
Oregon Chai Tea,0.2072072072072072,0.37142857142857144,0.13846153846153847,False,False,False,True,False
Pacific Chai,0.2072072072072072,0.2571428571428571,0.08923076923076922,False,False,False,True,False
Perrier Energize,0.2958558558558559,0.1,0.3046153846153846,False,False,False,False,True
3 Water,0.6,0.0,0.15384615384615385,False,False,False,False,True
Heroec Energy Water,0.6,0.0,0.18461538461538463,False,False,False,False,True
Caribou BOUsted Sparkling Water,0.4054054054054054,0.0,0.23076923076923078,False,False,False,False,True
Phocus Sparkling Water,0.4054054054054054,0.0,0.23076923076923078,False,False,False,False,True
Poland Spring Sparkling Energy Water,0.4054054054054054,0.1,0.23076923076923078,False,False,False,False,True
Perrier Sparkling Water,0.3927927927927928,0.0,0.0,False,False,False,False,True
VitaminWater Energy,0.7117117117117117,0.2857142857142857,0.15384615384615385,False,False,False,False,True
VitaRain Zero Enhanced Water,0.7117117117117117,0.0,0.12923076923076923,False,False,False,False,True
Water Joe,0.7117117117117117,0.0,0.2153846153846154,False,False,False,False,True
Polar Frost Plus Energy,0.6036036036036035,0.02857142857142857,0.20615384615384616,False,False,False,False,True
Hint Caffeine Kick Water,0.5675675675675675,0.0,0.18461538461538463,False,False,False,False,True
Sparkling Ice +Caffeine,0.5675675675675675,0.014285714285714285,0.2153846153846154,False,False,False,False,True
AHA Sparkling Water,0.4234234234234234,0.0,0.09230769230769231,False,False,False,False,True
Arti Sparkling Water,0.4234234234234234,0.0,0.36923076923076925,False,False,False,False,True
Bubbl'r Sparkling Water,0.4234234234234234,0.014285714285714285,0.2123076923076923,False,False,False,False,True
Bubly Bounce Sparkling Water,0.4234234234234234,0.0,0.1076923076923077,False,False,False,False,True
